tp,time.s,gas,v2.mV,v3.mV
811,171.17100524902344,H2,120.83724336819945,37.44587424528878
812,171.3800048828125,H2,120.82066579440254,37.280701754385916
813,171.58900451660156,H2,120.83961166529977,37.18441011717965
814,171.79800415039062,H2,120.82066579440254,37.68771402640392
815,172.0070037841797,H2,120.81119329256896,37.74308084833733
816,172.21600341796875,H2,120.81119329256896,37.14549350659257
817,172.4250030517578,H2,120.80882521227653,37.15368600864788
818,172.63400268554688,H2,120.82303396502792,37.07177223200742
819,172.84300231933594,H2,120.83724336819945,37.0779148986462
820,173.052001953125,H2,120.8325068282039,37.006259196291744
821,173.26100158691406,H2,120.81119329256896,37.36882860270752
822,173.47000122070312,H2,120.82777036048064,37.25611337391121
823,173.6790008544922,H2,120.82777036048064,37.38932736212885
824,173.88800048828125,H2,120.80645715005012,37.3134897629146
825,174.0970001220703,H2,120.7922491560658,37.05948732024944
826,174.30599975585938,H2,120.81592950735254,36.89815909732452
827,174.51499938964844,H2,120.80172107979448,37.07177223200742
828,174.7239990234375,H2,120.81119329256896,36.900207130950214
829,174.93299865722656,H2,120.80408910588957,36.72822675671239
830,175.14199829101562,H2,120.7922491560658,36.77530566636411
831,175.3509979248047,H2,120.7922491560658,36.640231813329315
832,175.55999755859375,H2,120.81119329256896,36.78758847937513
833,175.7689971923828,H2,120.82066579440254,36.82239283575717
834,175.97799682617188,H2,120.79935307176481,37.393427301684156
835,176.18699645996094,H2,120.7946171099007,37.18236173393119
836,176.39599609375,H2,120.78988122029554,37.321687390342476
837,176.60499572753906,H2,120.79698508180026,37.452020019134835
838,176.81399536132812,H2,120.7946171099007,37.297095258436606
839,177.0229949951172,H2,120.7922491560658,37.23152724388312
840,177.23199462890625,H2,120.77567398501743,37.26430925067126
841,177.4409942626953,H2,120.7946171099007,37.176216677915484
842,177.64999389648438,H2,120.80408910588957,36.9612282547378
843,177.85899353027344,H2,120.7827775213698,36.98578965023025
844,178.0679931640625,H2,120.79698508180026,36.80191913837094
845,178.27699279785156,H2,120.78988122029554,37.05743988959587
846,178.48599243164062,H2,120.76857061123292,37.18031336630456
847,178.69500732421875,H2,120.7567320161721,36.80601375291281
848,178.9040069580078,H2,120.77093838443176,36.7364137999413
849,179.11300659179688,H2,120.77093838443176,36.68934171191507
850,179.32200622558594,H2,120.7496290758745,37.06562970587679
851,179.531005859375,H2,120.77093838443176,36.93462261166525
852,179.74000549316406,H2,120.75909969906051,37.20694336399277
853,179.94900512695312,H2,120.77804181240492,37.35038105627731
854,180.1580047607422,H2,120.75909969906051,36.97146189646694
855,180.36700439453125,H2,120.75909969906051,37.0533450751207
856,180.5760040283203,H2,120.77093838443176,36.873583912482964
857,180.78500366210938,H2,120.7614674000107,36.78963566952831
858,180.99400329589844,H2,120.77567398501743,36.81215579185037
859,181.2030029296875,H2,120.76857061123292,36.785541304837025
860,181.41200256347656,H2,120.76857061123292,36.74664795521454
861,181.62100219726562,H2,120.76620285609663,37.004212171460104
862,181.8300018310547,H2,120.77093838443176,36.83672535318705
863,182.03900146484375,H2,120.75909969906051,37.11272599720916
864,182.2480010986328,H2,120.75909969906051,37.06562970587679
865,182.45700073242188,H2,120.7425262981242,37.12501334472085
866,182.66600036621094,H2,120.76383511902267,37.21104052106139
867,182.875,H2,120.75436435134502,37.0533450751207
868,183.08399963378906,H2,120.75436435134502,37.13730125443249
869,183.29299926757812,H2,120.7496290758745,37.000118168615145
870,183.5019989013672,H2,120.73779120325878,36.85720170573737
871,183.71099853515625,H2,120.77330617569315,36.82034539574053
872,183.9199981689453,H2,120.7448938726472,36.95304162219848
873,184.12899780273438,H2,120.7448938726472,36.993977281390535
874,184.33799743652344,H2,120.74015874166145,37.09634374166004
875,184.5469970703125,H2,120.74015874166145,37.45611727978593
876,184.75599670410156,H2,120.7448938726472,37.5421741865386
877,184.96499633789062,H2,120.77330617569315,37.5790641549143
878,185.1739959716797,H2,120.7827775213698,37.583163352841396
879,185.38299560546875,H2,120.75436435134502,37.379077786932726
880,185.5919952392578,H2,120.7354236829158,37.38932736212885
881,185.80099487304688,H2,120.73779120325878,37.27660353467932
882,186.00999450683594,H2,120.7567320161721,37.11886960069244
883,186.218994140625,H2,120.7567320161721,37.20489480889422
884,186.42799377441406,H2,120.73305618063235,37.09224833391789
885,186.63699340820312,H2,120.7614674000107,36.84491570676629
886,186.8459930419922,H2,120.78040965785564,36.70571367560483
887,187.05499267578125,H2,120.75436435134502,36.90225518020085
888,187.26400756835938,H2,120.76383511902267,36.77530566636411
889,187.47300720214844,H2,120.76620285609663,36.88587122368014
890,187.6820068359375,H2,120.74015874166145,36.88996711906556
891,187.89100646972656,H2,120.76857061123292,36.65455460531586
892,188.10000610351562,H2,120.7448938726472,36.84082049873749
893,188.3090057373047,H2,120.7448938726472,36.78144700260477
894,188.51800537109375,H2,120.75436435134502,37.012400364425105
895,188.7270050048828,H2,120.7827775213698,37.11272599720916
896,188.93600463867188,H2,120.77330617569315,37.03287193934146
897,189.14500427246094,H2,120.76383511902267,36.89406307694654
898,189.35400390625,H2,120.75909969906051,36.89815909732452
899,189.56300354003906,H2,120.76857061123292,36.83877291815263
900,189.77200317382812,H2,120.7448938726472,36.80396643783368
901,189.9810028076172,H2,120.78988122029554,37.1741683571527
902,190.19000244140625,H2,120.77567398501743,37.20079774556795
903,190.3990020751953,H2,120.78988122029554,37.06358222838979
904,190.60800170898438,H2,120.77093838443176,36.72003996323991
905,190.81700134277344,H2,120.77804181240492,36.940762141436046
906,191.0260009765625,H2,120.7827775213698,36.63613972746893
907,191.23500061035156,H2,120.81119329256896,36.72618003493011
908,191.44400024414062,H2,120.79698508180026,36.677063394620625
909,191.6529998779297,H2,120.79935307176481,36.93462261166525
910,191.86199951171875,H2,120.7946171099007,36.93257613294199
911,192.0709991455078,H2,120.80172107979448,37.14754160867828
912,192.27999877929688,H2,120.7946171099007,37.297095258436606
913,192.48899841308594,H2,120.80645715005012,37.22128368715894
914,192.697998046875,H2,120.81829764184415,37.186458516049846
915,192.90699768066406,H2,120.81829764184415,36.924390374046155
916,193.11599731445312,H2,120.81356139092759,36.74869483310261
917,193.3249969482422,H2,120.7946171099007,36.75278863571363
918,193.53399658203125,H2,120.80882521227653,36.83877291815263
919,193.7429962158203,H2,120.81829764184415,36.87767962039024
920,193.95199584960938,H2,120.7946171099007,36.96736839296677
921,194.16099548339844,H2,120.80172107979448,36.79782458629377
922,194.3699951171875,H2,120.82303396502792,36.658646972025146
923,194.57899475097656,H2,120.85224955306262,36.69752756890321
924,194.78799438476562,H2,120.83961166529977,36.76916447064838
925,194.9969940185547,H2,120.8325068282039,37.098391468952215
926,195.20599365234375,H2,120.85461614698478,37.03287193934146
927,195.4149932861328,H2,120.85224955306262,37.15983054918992
928,195.62399291992188,H2,120.88064987096358,37.325786297858656
929,195.83299255371094,H2,120.86408270309835,36.96532166462107
930,196.04200744628906,H2,120.8664493872339,37.1495897263826
931,196.25100708007812,H2,120.83487508916757,37.02877749949485
932,196.4600067138672,H2,120.86171603700579,36.98169592827794
933,196.66900634765625,H2,120.86881608941269,36.96327495187823
934,196.8780059814453,H2,120.8569827589493,37.08405770579803
935,197.08700561523438,H2,120.88301668140645,37.05129769129889
936,197.29600524902344,H2,120.89248410362762,37.13934929404539
937,197.5050048828125,H2,120.85934938895626,36.97146189646694
938,197.71400451660156,H2,120.88064987096358,36.7507417266022
939,197.92300415039062,H2,120.83487508916757,36.69343460919572
940,198.1320037841797,H2,120.85224955306262,36.85720170573737
941,198.34100341796875,H2,120.84514987954742,37.157782353389734
942,198.5500030517578,H2,120.83487508916757,36.99807119060139
943,198.75900268554688,H2,120.83013858530833,36.924390374046155
944,198.96800231933594,H2,120.83013858530833,36.99807119060139
945,199.177001953125,H2,120.83487508916757,37.30119379076247
946,199.38600158691406,H2,120.83013858530833,37.25611337391121
947,199.59500122070312,H2,120.83961166529977,37.165975230309286
948,199.8040008544922,H2,120.84197998046875,37.03491918267765
949,200.01300048828125,H2,120.82777036048064,36.71390003203123
950,200.2220001220703,H2,120.80408910588957,36.41724774561717
951,200.43099975585938,H2,120.81356139092759,36.31700387101699
952,200.63999938964844,H2,120.81119329256896,36.4786418609615
953,200.8489990234375,H2,120.81829764184415,36.98169592827794
954,201.05799865722656,H2,120.82066579440254,36.9612282547378
955,201.26699829101562,H2,120.82540215372062,37.036966441622575
956,201.4759979248047,H2,120.8325068282039,36.95099500306831
957,201.68499755859375,H2,120.83013858530833,37.13934929404539
958,201.8939971923828,H2,120.78988122029554,37.297095258436606
959,202.10299682617188,H2,120.7946171099007,37.65490943755956
960,202.31199645996094,H2,120.79935307176481,37.33603384025053
961,202.52099609375,H2,120.81119329256896,37.229478501287105
962,202.72999572753906,H2,120.79698508180026,37.280701754385916
963,202.93899536132812,H2,120.7922491560658,36.922343973320615
964,203.1479949951172,H2,120.81119329256896,37.194652267752645
965,203.35699462890625,H2,120.81592950735254,37.21513774062657
966,203.5659942626953,H2,120.80172107979448,37.05539247455303
967,203.77499389648438,H2,120.80408910588957,36.96327495187823
968,203.98399353027344,H2,120.80882521227653,37.11272599720916
969,204.1929931640625,H2,120.7922491560658,37.07996248541734
970,204.40199279785156,H2,120.79935307176481,37.22128368715894
971,204.61099243164062,H2,120.80172107979448,37.1967007447348
972,204.82000732421875,H2,120.79698508180026,36.89406307694654
973,205.0290069580078,H2,120.81119329256896,37.157782353389734
974,205.23800659179688,H2,120.80645715005012,36.95304162219848
975,205.44700622558594,H2,120.81119329256896,36.7548355604369
976,205.656005859375,H2,120.81829764184415,36.89611107932333
977,205.86500549316406,H2,120.82777036048064,36.88996711906556
978,206.07400512695312,H2,120.80645715005012,36.865392684136246
979,206.2830047607422,H2,120.79698508180026,36.959181573199885
980,206.49200439453125,H2,120.80882521227653,36.734367015718746
981,206.7010040283203,H2,120.83724336819945,36.79168287529655
982,206.91000366210938,H2,120.83724336819945,37.09634374166004
983,207.11900329589844,H2,120.81829764184415,37.229478501287105
984,207.3280029296875,H2,120.81592950735254,37.22128368715894
985,207.53700256347656,H2,120.82540215372062,37.35243072111072
986,207.74600219726562,H2,120.82303396502792,37.12091749975222
987,207.9550018310547,H2,120.81119329256896,37.30939104300002
988,208.16400146484375,H2,120.82303396502792,37.36267927982906
989,208.3730010986328,H2,120.81829764184415,37.22128368715894
990,208.58200073242188,H2,120.81829764184415,36.82444029139176
991,208.79100036621094,H2,120.82303396502792,37.00216516223465
992,209.0,H2,120.7946171099007,37.05743988959587
993,209.20899963378906,H2,120.78988122029554,37.18236173393119
994,209.41799926757812,H2,120.82303396502792,37.383177570093466
995,209.6269989013672,H2,120.81592950735254,37.41105084823282
996,209.83599853515625,H2,120.80882521227653,37.08815298863111
997,210.0449981689453,H2,120.80645715005012,37.08815298863111
998,210.25399780273438,H2,120.80882521227653,37.282750887684514
999,210.46299743652344,H2,120.85224955306262,37.46226328789681
1000,210.6719970703125,H2,120.82540215372062,37.4807021556407
1001,210.88099670410156,H2,120.82540215372062,37.544223496401074
1002,211.08999633789062,H2,120.83013858530833,36.989883434600635
1003,211.2989959716797,H2,120.83013858530833,36.97964909070806
1004,211.50799560546875,H2,120.81356139092759,36.80601375291281
1005,211.7169952392578,H2,120.79698508180026,36.87767962039024
1006,211.92599487304688,H2,120.81119329256896,36.99602422819326
1007,212.13499450683594,H2,120.79935307176481,37.262260258038474
1008,212.343994140625,H2,120.81592950735254,37.39671311400428
1009,212.55299377441406,H2,120.80172107979448,37.24791774720082
1010,212.76199340820312,H2,120.80882521227653,37.366778812777056
1011,212.9709930419922,H2,120.78988122029554,37.38932736212885
1012,213.17999267578125,H2,120.80172107979448,37.44177714080976
1013,213.38900756835938,H2,120.78040965785564,37.30939104300002
1014,213.59800720214844,H2,120.76857061123292,37.024683122081406
1015,213.8070068359375,H2,120.78514540294772,36.81829797134173
1016,214.01600646972656,H2,120.78514540294772,37.07996248541734
1017,214.22500610351562,H2,120.7922491560658,36.853106310264835
1018,214.4340057373047,H2,120.78751330258952,36.75892945671988
1019,214.64300537109375,H2,120.80172107979448,36.87767962039024
1020,214.8520050048828,H2,120.79698508180026,36.91864013671875
1021,215.06100463867188,H2,120.78751330258952,37.1885069305421
1022,215.27000427246094,H2,120.80882521227653,36.922343973320615
1023,215.47900390625,H2,120.82066579440254,37.325786297858656
1024,215.68800354003906,H2,120.80408910588957,37.25816231965862
1025,215.89700317382812,H2,120.82303396502792,37.19055536065652
1026,216.1060028076172,H2,120.7922491560658,37.33398430050272
1027,216.31500244140625,H2,120.79698508180026,37.50119127037077
1028,216.5240020751953,H2,120.79698508180026,37.1885069305421
1029,216.73300170898438,H2,120.78751330258952,36.863344916104325
1030,216.94200134277344,H2,120.76383511902267,36.989883434600635
1031,217.1510009765625,H2,120.78988122029554,36.900207130950214
1032,217.36000061035156,H2,120.78751330258952,36.849010977275
1033,217.56900024414062,H2,120.77804181240492,36.97146189646694
1034,217.7779998779297,H2,120.76620285609663,37.11886960069244
1035,217.98699951171875,H2,120.77093838443176,37.05948732024944
1036,218.1959991455078,H2,120.75199670457926,37.100439211858685
1037,218.40499877929688,H2,120.75199670457926,36.99807119060139
1038,218.61399841308594,H2,120.75436435134502,37.46226328789681
1039,218.822998046875,H2,120.7354236829158,37.556519683718534
1040,219.03199768066406,H2,120.72358635209046,37.17826501429933
1041,219.24099731445312,H2,120.7354236829158,36.977602268742245
1042,219.4499969482422,H2,120.73305618063235,36.83263027011363
1043,219.65899658203125,H2,120.73068869640835,36.9469018116122
1044,219.8679962158203,H2,120.7354236829158,36.96736839296677
1045,220.07699584960938,H2,120.71174947272878,36.79373009668008
1046,220.28599548339844,H2,120.71411681248523,36.900207130950214
1047,220.4949951171875,H2,120.7354236829158,36.69957407216751
1048,220.70399475097656,H2,120.7448938726472,37.23562477595321
1049,220.91299438476562,H2,120.71885154617156,37.5196328092835
1050,221.1219940185547,H2,120.74726146523051,37.262260258038474
1051,221.33099365234375,H2,120.76383511902267,37.15368600864788
1052,221.5399932861328,H2,120.75436435134502,37.21718637384597
1053,221.74899291992188,H2,120.7496290758745,37.05948732024944
1054,221.95799255371094,H2,120.73779120325878,36.87153608196303
1055,222.16700744628906,H2,120.72121894010179,36.99807119060139
1056,222.37600708007812,H2,120.72832123024347,36.922343973320615
1057,222.5850067138672,H2,120.71411681248523,36.90225518020085
1058,222.79400634765625,H2,120.72832123024347,36.87153608196303
1059,223.0030059814453,H2,120.72358635209046,37.40490601131219
1060,223.21200561523438,H2,120.72358635209046,36.9612282547378
1061,223.42100524902344,H2,120.73068869640835,36.922343973320615
1062,223.6300048828125,H2,120.7425262981242,37.26840728282343
1063,223.83900451660156,H2,120.76383511902267,37.1967007447348
1064,224.04800415039062,H2,120.7354236829158,37.13934929404539
1065,224.2570037841797,H2,120.73068869640835,36.89201509019402
1066,224.46600341796875,H2,120.7425262981242,36.908399421702875
1067,224.6750030517578,H2,120.7496290758745,36.89815909732452
1068,224.88400268554688,H2,120.72832123024347,37.047202970485806
1069,225.09300231933594,H2,120.73305618063235,37.27865263671759
1070,225.302001953125,H2,120.7354236829158,36.969415136915316
1071,225.51100158691406,H2,120.73779120325878,37.20489480889422
1072,225.72000122070312,H2,120.74015874166145,37.157782353389734
1073,225.9290008544922,H2,120.70938215102977,36.88177539078885
1074,226.13800048828125,H2,120.72121894010179,36.95304162219848
1075,226.3470001220703,H2,120.72595378213758,36.9919303501931
1076,226.55599975585938,H2,120.70938215102977,36.79373009668008
1077,226.76499938964844,H2,120.72595378213758,36.71390003203123
1078,226.9739990234375,H2,120.7354236829158,36.865392684136246
1079,227.18299865722656,H2,120.73779120325878,37.27865263671759
1080,227.39199829101562,H2,120.73779120325878,37.12296541442828
1081,227.6009979248047,H2,120.72595378213758,37.366778812777056
1082,227.80999755859375,H2,120.73068869640835,37.379077786932726
1083,228.0189971923828,H2,120.72121894010179,37.45611727978593
1084,228.22799682617188,H2,120.71885154617156,37.09224833391789
1085,228.43699645996094,H2,120.71648417029945,37.06358222838979
1086,228.64599609375,H2,120.74726146523051,37.07586732748758
1087,228.85499572753906,H2,120.73068869640835,37.1352532304372
1088,229.06399536132812,H2,120.73779120325878,36.85720170573737
1089,229.2729949951172,H2,120.75199670457926,36.74664795521454
1090,229.48199462890625,H2,120.74726146523051,36.98374278145189
1091,229.6909942626953,H2,120.74015874166145,37.13115722929927
1092,229.89999389648438,H2,120.75199670457926,37.08405770579803
1093,230.10899353027344,H2,120.77093838443176,37.22538106297213
1094,230.3179931640625,H2,120.74726146523051,37.5606185378351
1095,230.52699279785156,H2,120.77567398501743,37.41924418272258
1096,230.73599243164062,H2,120.74015874166145,37.34218255330512
1097,230.94500732421875,H2,120.76620285609663,37.344232155594234
1098,231.1540069580078,H2,120.75199670457926,37.24586887959214
1099,231.36300659179688,H2,120.7614674000107,36.906351325576956
1100,231.57200622558594,H2,120.76383511902267,36.99807119060139
1101,231.781005859375,H2,120.76857061123292,37.02673030298409
1102,231.99000549316406,H2,120.79935307176481,37.34628177351929
1103,232.19900512695312,H2,120.77093838443176,37.3175885453616
1104,232.4080047607422,H2,120.7946171099007,37.20489480889422
1105,232.61700439453125,H2,120.80882521227653,37.07996248541734
1106,232.8260040283203,H2,120.82540215372062,37.05129769129889
1107,233.03500366210938,H2,120.81592950735254,36.91454380383452
1108,233.24400329589844,H2,120.83487508916757,37.07177223200742
1109,233.4530029296875,H2,120.82303396502792,36.969415136915316
1110,233.66200256347656,H2,120.84197998046875,36.9104475334544
1111,233.87100219726562,H2,120.83487508916757,36.89201509019402
1112,234.0800018310547,H2,120.87591630421113,37.33193477638985
1113,234.28900146484375,H2,120.8475164193441,37.30529238561642
1114,234.4980010986328,H2,120.8475164193441,37.383177570093466
1115,234.70700073242188,H2,120.87828307856519,37.01035329277402
1116,234.91600036621094,H2,120.87828307856519,36.924390374046155
1117,235.125,H2,120.8569827589493,36.977602268742245
1118,235.33399963378906,H2,120.85461614698478,36.851058635959724
1119,235.54299926757812,H2,120.86408270309835,36.94485523928592
1120,235.7519989013672,H2,120.88064987096358,36.957134907264155
1121,235.96099853515625,H2,120.88064987096358,36.865392684136246
1122,236.1699981689453,H2,120.86881608941269,37.047202970485806
1123,236.37899780273438,H2,120.86881608941269,37.06358222838979
1124,236.58799743652344,H2,120.86171603700579,37.00830623672968
1125,236.7969970703125,H2,120.87591630421113,37.01649455454792
1126,237.00599670410156,H2,120.87118280963504,36.908399421702875
1127,237.21499633789062,H2,120.8569827589493,37.02058880709957
1128,237.4239959716797,H2,120.85224955306262,37.27045632234316
1129,237.63299560546875,H2,120.8475164193441,37.299144516783514
1130,237.8419952392578,H2,120.83487508916757,36.89815909732452
1131,238.05099487304688,H2,120.85224955306262,37.004212171460104
1132,238.25999450683594,H2,120.85461614698478,37.05539247455303
1133,238.468994140625,H2,120.83487508916757,37.30734170649197
1134,238.67799377441406,H2,120.8325068282039,36.777352762830226
1135,238.88699340820312,H2,120.86171603700579,36.767117436636745
1136,239.0959930419922,H2,120.85934938895626,36.87972749777813
1137,239.30499267578125,H2,120.84514987954742,37.31963796003524
1138,239.51400756835938,H2,120.84514987954742,37.356530097687354
1139,239.72300720214844,H2,120.86171603700579,37.07381977194135
1140,239.9320068359375,H2,120.84988297718246,37.21513774062657
1141,240.14100646972656,H2,120.84988297718246,37.11067816061275
1142,240.35000610351562,H2,120.85934938895626,37.344232155594234
1143,240.5590057373047,H2,120.82540215372062,37.23152724388312
1144,240.76800537109375,H2,120.85934938895626,37.4807021556407
1145,240.9770050048828,H2,120.85224955306262,37.383177570093466
1146,241.18600463867188,H2,120.86881608941269,37.21718637384597
1147,241.39500427246094,H2,120.83961166529977,37.07996248541734
1148,241.60400390625,H2,120.84988297718246,36.957134907264155
1149,241.81300354003906,H2,120.82540215372062,36.53181261983818
1150,242.02200317382812,H2,120.81592950735254,36.908399421702875
1151,242.2310028076172,H2,120.83961166529977,36.78349414591353
1152,242.44000244140625,H2,120.82303396502792,36.87972749777813
1153,242.6490020751953,H2,120.7946171099007,36.7323202471066
1154,242.85800170898438,H2,120.82066579440254,37.03082471161401
1155,243.06700134277344,H2,120.82777036048064,37.168023488589384
1156,243.2760009765625,H2,120.82540215372062,37.07996248541734
1157,243.48500061035156,H2,120.81119329256896,37.02673030298409
1158,243.69400024414062,H2,120.80408910588957,36.94485523928592
1159,243.9029998779297,H2,120.78988122029554,36.715946660158764
1160,244.11199951171875,H2,120.80882521227653,37.00216516223465
1161,244.3209991455078,H2,120.80408910588957,37.07996248541734
1162,244.52999877929688,H2,120.82303396502792,37.13934929404539
1163,244.73899841308594,H2,120.83013858530833,37.30324308037336
1164,244.947998046875,H2,120.80408910588957,37.012400364425105
1165,245.15699768066406,H2,120.79935307176481,36.85924942690511
1166,245.36599731445312,H2,120.80408910588957,36.936669105988585
1167,245.5749969482422,H2,120.82540215372062,36.77530566636411
1168,245.78399658203125,H2,120.81592950735254,36.81010842992105
1169,245.9929962158203,H2,120.7922491560658,36.95304162219848
1170,246.20199584960938,H2,120.80172107979448,36.9612282547378
1171,246.41099548339844,H2,120.78988122029554,36.926436790371
1172,246.6199951171875,H2,120.77567398501743,37.13320522205954
1173,246.82899475097656,H2,120.78514540294772,37.1885069305421
1174,247.03799438476562,H2,120.79698508180026,37.32988526791159
1175,247.2469940185547,H2,120.78514540294772,37.098391468952215
1176,247.45599365234375,H2,120.76857061123292,37.09429602998193
1177,247.6649932861328,H2,120.78040965785564,37.08201008780121
1178,247.87399291992188,H2,120.7946171099007,37.27455444827099
1179,248.08299255371094,H2,120.80172107979448,37.24586887959214
1180,248.29200744628906,H2,120.80172107979448,37.282750887684514
1181,248.50100708007812,H2,120.78988122029554,37.24791774720082
1182,248.7100067138672,H2,120.78988122029554,37.09020065346769
1183,248.91900634765625,H2,120.79935307176481,36.95099500306831
1184,249.1280059814453,H2,120.79935307176481,36.96532166462107
1185,249.33700561523438,H2,120.7827775213698,36.96736839296677
1186,249.54600524902344,H2,120.79698508180026,37.1741683571527
1187,249.7550048828125,H2,120.78988122029554,36.98169592827794
1188,249.96400451660156,H2,120.81356139092759,37.102486970379765
1189,250.17300415039062,H2,120.82066579440254,37.10658253426613
1190,250.3820037841797,H2,120.7922491560658,37.36882860270752
1191,250.59100341796875,H2,120.80408910588957,37.297095258436606
1192,250.8000030517578,H2,120.7827775213698,36.99602422819326
1193,251.00900268554688,H2,120.78514540294772,37.0533450751207
1194,251.21800231933594,H2,120.78040965785564,37.151637859705765
1195,251.427001953125,H2,120.79698508180026,36.98169592827794
1196,251.63600158691406,H2,120.7946171099007,37.06153476651408
1197,251.84500122070312,H2,120.80172107979448,36.92848322229503
1198,252.0540008544922,H2,120.7922491560658,37.229478501287105
1199,252.26300048828125,H2,120.80172107979448,37.31553914632146
1200,252.4720001220703,H2,120.78514540294772,36.9104475334544
1201,252.68099975585938,H2,120.76857061123292,36.81215579185037
1202,252.88999938964844,H2,120.78751330258952,36.88382329942286
1203,253.0989990234375,H2,120.7922491560658,37.22333236725295
1204,253.30799865722656,H2,120.75909969906051,37.24791774720082
1205,253.51699829101562,H2,120.7567320161721,37.01444745168303
1206,253.7259979248047,H2,120.77330617569315,37.02877749949485
1207,253.93499755859375,H2,120.77567398501743,37.0779148986462
1208,254.1439971923828,H2,120.7922491560658,37.12910925215618
1209,254.35299682617188,H2,120.78040965785564,36.96736839296677
1210,254.56199645996094,H2,120.77093838443176,36.97350867162186
1211,254.77099609375,H2,120.7496290758745,37.22128368715894
1212,254.97999572753906,H2,120.75436435134502,36.97964909070806
1213,255.18899536132812,H2,120.75199670457926,37.07177223200742
1214,255.3979949951172,H2,120.7354236829158,37.1885069305421
1215,255.60699462890625,H2,120.73779120325878,37.14139734927635
1216,255.8159942626953,H2,120.77093838443176,37.157782353389734
1217,256.0249938964844,H2,120.78514540294772,37.41309915843394
1218,256.2340087890625,H2,120.77330617569315,37.44177714080976
1219,256.4429931640625,H2,120.75909969906051,37.611859488849376
1220,256.6520080566406,H2,120.75909969906051,37.2848000366135
1221,256.8609924316406,H2,120.75909969906051,37.2868492011732
1222,257.07000732421875,H2,120.75909969906051,37.252015529300465
1223,257.27899169921875,H2,120.7425262981242,37.06153476651408
1224,257.4880065917969,H2,120.7567320161721,36.89611107932333
1225,257.6969909667969,H2,120.7567320161721,36.88587122368014
1226,257.906005859375,H2,120.74726146523051,37.07381977194135
1227,258.114990234375,H2,120.7496290758745,37.24586887959214
1228,258.3240051269531,H2,120.75436435134502,37.34833140708027
1229,258.5329895019531,H2,120.76383511902267,36.873583912482964
1230,258.74200439453125,H2,120.77804181240492,36.40701706203442
1231,258.95098876953125,H2,120.7354236829158,36.777352762830226
1232,259.1600036621094,H2,120.72358635209046,36.88587122368014
1233,259.3689880371094,H2,120.7425262981242,37.01035329277402
1234,259.5780029296875,H2,120.75436435134502,36.79373009668008
1235,259.7869873046875,H2,120.73779120325878,36.89611107932333
1236,259.9960021972656,H2,120.75436435134502,36.842868094942084
1237,260.2049865722656,H2,120.7448938726472,36.842868094942084
1238,260.41400146484375,H2,120.73305618063235,37.116821717248726
1239,260.62298583984375,H2,120.75909969906051,37.374978066327394
1240,260.8320007324219,H2,120.75436435134502,37.360629536811295
1241,261.0409851074219,H2,120.74726146523051,37.00216516223465
1242,261.25,H2,120.7827775213698,37.004212171460104
1243,261.4590148925781,H2,120.75436435134502,37.33808339563338
1244,261.6679992675781,H2,120.74015874166145,37.14754160867828
1245,261.87701416015625,H2,120.75436435134502,37.05129769129889
1246,262.08599853515625,H2,120.7448938726472,36.89406307694654
1247,262.2950134277344,H2,120.75436435134502,36.94485523928592
1248,262.5039978027344,H2,120.74726146523051,36.683202483041576
1249,262.7130126953125,H2,120.77804181240492,36.900207130950214
1250,262.9219970703125,H2,120.75436435134502,36.849010977275
1251,263.1310119628906,H2,120.73779120325878,36.853106310264835
1252,263.3399963378906,H2,120.78988122029554,37.04106100633964
1253,263.54901123046875,H2,120.76857061123292,37.151637859705765
1254,263.75799560546875,H2,120.76620285609663,37.241771191256156
1255,263.9670104980469,H2,120.75436435134502,37.32783577506804
1256,264.1759948730469,H2,120.75909969906051,37.583163352841396
1257,264.385009765625,H2,120.77567398501743,37.36472903848431
1258,264.593994140625,H2,120.75909969906051,37.22742977431681
1259,264.8030090332031,H2,120.76383511902267,37.08201008780121
1260,265.0119934082031,H2,120.78040965785564,37.23562477595321
1261,265.22100830078125,H2,120.76620285609663,37.20899193471505
1262,265.42999267578125,H2,120.76857061123292,37.20899193471505
1263,265.6390075683594,H2,120.78514540294772,37.21923502268998
1264,265.8479919433594,H2,120.76857061123292,37.20079774556795
1265,266.0570068359375,H2,120.81119329256896,37.00830623672968
1266,266.2659912109375,H2,120.79698508180026,36.88996711906556
1267,266.4750061035156,H2,120.7946171099007,36.912495660831546
1268,266.6839904785156,H2,120.77567398501743,37.19055536065652
1269,266.89300537109375,H2,120.80172107979448,37.4171958256786
1270,267.10198974609375,H2,120.8325068282039,37.4807021556407
1271,267.3110046386719,H2,120.80882521227653,37.63645861533826
1272,267.5199890136719,H2,120.81829764184415,37.100439211858685
1273,267.72900390625,H2,120.80882521227653,36.924390374046155
1274,267.93798828125,H2,120.81592950735254,37.21513774062657
1275,268.1470031738281,H2,120.82303396502792,37.19260380639333
1276,268.3559875488281,H2,120.82777036048064,37.35038105627731
1277,268.56500244140625,H2,120.83013858530833,37.490946517744874
1278,268.77398681640625,H2,120.80172107979448,36.97964909070806
1279,268.9830017089844,H2,120.79935307176481,37.03287193934146
1280,269.1919860839844,H2,120.80172107979448,36.849010977275
1281,269.4010009765625,H2,120.81592950735254,36.77939987491041
1282,269.6099853515625,H2,120.79935307176481,36.82034539574053
1283,269.8190002441406,H2,120.81829764184415,37.000118168615145
